time,ShortWave,AirTemp,RelHum,WindSpeed,Cloud,Rain,Snow
2020-02-25,73.8,7.7,85.21,6.8,0.83,0.005,0
2020-02-26,62.8,3.3,81.25,6.9,0.84,0.001,0
2020-02-27,39.5,2.1,87.79,5.1,0.9,0.013,0
2020-02-28,120.4,4.2,71.92,4.9,0.73,0.001,0
2020-02-29,65,9.3,71.38,5,0.85,0.004,0
2020-03-01,76,8.2,70.58,5.9,0.86,0.009,0
2020-03-02,88.7,6,81.38,4,0.88,0.007,0
2020-03-03,110,4.3,82,4,0.56,0,0
2020-03-04,75.2,4.7,79.58,3.4,0.79,0,0
2020-03-05,43.7,5.9,86.38,3,0.96,0.012,0
2020-03-06,44.3,5.6,87.88,5.6,0.9,0.018,0
2020-03-07,78.7,5.5,72.42,4.1,0.73,0,0
2020-03-08,69.8,8.1,66.29,4.6,0.91,0.002,0
2020-03-09,108.3,7.6,78.67,4.3,0.66,0.005,0
2020-03-10,46.7,7.3,90.46,6.1,0.98,0.008,0
2020-03-11,47.4,12.8,80.29,7.5,0.86,0,0
2020-03-12,52,10.6,71.54,7.2,0.75,0.001,0
2020-03-13,77.2,6.8,65.08,5.9,0.65,0,0
2020-03-14,91.7,4.4,79.71,2,0.59,0,0
2020-03-15,183,6.7,68.96,2.5,0.75,0,0
2020-03-16,180.9,9.2,68.13,1.5,0.7,0,0
2020-03-17,111.3,10.8,73.67,2,0.63,0,0
2020-03-18,126.6,8.9,78.71,1.5,0.5,0,0
2020-03-19,192.7,10.6,67.21,2,0.34,0,0
2020-03-20,139.4,11.3,68.21,5.8,0.73,0.002,0
2020-03-21,58.5,5.2,71.17,8.6,0.88,0.001,0
2020-03-22,206.2,4,43.67,7.4,0,0,0
2020-03-23,207.5,2,45.67,5.3,0,0,0
2020-03-24,209.8,1.4,48.83,4.9,0.03,0,0
2020-03-25,211.5,3.9,35.88,5.6,0.04,0,0
2020-03-26,185.8,5.8,44.08,5.8,0.24,0,0
2020-03-27,208.3,8.9,52.71,5.1,0.06,0,0
2020-03-28,207.9,10.7,51.96,5.4,0.05,0,0
2020-03-29,85.6,4.9,62.25,6.9,0.64,0,0
2020-03-30,219.7,2.7,48.21,4.4,0.28,0,0
2020-03-31,204,4.2,55.08,4.9,0.35,0,0
2020-04-01,228.7,2.5,53.42,2.2,0.13,0,0
2020-04-02,227.4,5,54.38,2.2,0.11,0,0
2020-04-03,92.6,7.2,60.29,3.6,0.68,0,0
2020-04-04,232.4,6.6,61.13,2,0.11,0,0
2020-04-05,235.7,10.6,51.08,4.9,0.01,0,0
2020-04-06,237.8,11.6,55.08,2.6,0.01,0,0
2020-04-07,229.3,13.6,55.21,3,0.21,0,0
2020-04-08,237.4,14.1,56.96,2.6,0.06,0,0
2020-04-09,195.3,15.6,51.46,2.3,0.38,0,0
2020-04-10,245.5,15.6,49.67,4.4,0.33,0,0
2020-04-11,248.5,13.2,48.42,3,0.21,0,0
2020-04-12,174.1,14.3,55.04,2.2,0.46,0,0
2020-04-13,121.9,8.3,68.29,3.7,0.5,0.002,0
2020-04-14,213.3,3.9,61.25,3.1,0.25,0,0
2020-04-15,234.6,7.8,57.17,2.3,0.66,0,0
2020-04-16,252.7,12.5,58.08,2.5,0.35,0,0
2020-04-17,214.6,15.1,61.42,1.8,0.39,0,0
2020-04-18,144.9,15.4,70.96,2.9,0.66,0.002,0
2020-04-19,188.4,12.9,69.25,4.7,0.33,0,0
2020-04-20,269.2,13.5,35,8.3,0.06,0,0
2020-04-21,271.9,15,31.75,8.4,0.11,0,0
2020-04-22,274.5,14.7,37.17,6.4,0,0,0
2020-04-23,274.5,13.4,50.46,3.2,0.1,0,0
2020-04-24,238.9,13.7,56,3.3,0.58,0,0
2020-04-25,274.7,10.2,60.17,3.9,0.11,0,0
2020-04-26,280.1,11.6,58.29,2.6,0.1,0,0
2020-04-27,265.7,13.2,58.04,2.5,0.26,0,0
2020-04-28,115.4,12.9,72.21,3.3,0.73,0,0
2020-04-29,162.5,14.7,63.38,4.7,0.73,0.003,0
2020-04-30,98.2,11.7,85.92,5,0.89,0.008,0
2020-05-01,130.8,10.1,85.21,4.7,0.78,0.011,0
2020-05-02,202.7,8.9,80.88,4.6,0.48,0.001,0
2020-05-03,200.7,11.2,71.96,2.1,0.68,0,0
2020-05-04,115.6,11.6,81.83,2.9,0.73,0.007,0
2020-05-05,274.7,8.8,65.92,5.1,0.5,0,0
2020-05-06,300.7,9.4,61.29,3.1,0.23,0,0
2020-05-07,296.2,12.1,62.63,1.6,0.34,0,0
2020-05-08,238.8,15.2,61.33,2,0.75,0,0
2020-05-09,83.4,14.3,71.92,3.2,0.9,0,0
2020-05-10,160.7,16.6,78.96,2.4,0.73,0.029,0
2020-05-11,91.4,6.1,93.54,6.6,0.88,0.016,0
2020-05-12,272.8,6.9,70.42,2.3,0.35,0,0
2020-05-13,206.8,9.6,62.88,3.3,0.7,0,0
2020-05-14,273.5,10.3,61.42,6.4,0.33,0,0
2020-05-15,289.1,11.1,56.33,4.5,0.2,0,0
2020-05-16,300.5,11.4,59.92,2.3,0.19,0,0
2020-05-17,299.6,11.6,64.83,2.5,0.2,0,0
2020-05-18,311.9,14.7,63,2.2,0.33,0,0
2020-05-19,313.3,17.3,58.25,2.7,0.19,0,0
2020-05-20,237.5,18,63.5,2.9,0.45,0,0
2020-05-21,316.5,17.7,67.46,2.6,0.29,0,0
2020-05-22,125.3,19.2,71.71,2.9,0.91,0,0
2020-05-23,98.7,13.3,80.42,4.2,0.83,0.003,0
2020-05-24,168.8,13.8,67.17,4.6,0.65,0,0
2020-05-25,198.5,15.2,67.63,4.7,0.54,0,0
2020-05-26,272.6,12.9,68.79,3.2,0.44,0,0
2020-05-27,308.6,15.3,62.71,2.1,0.36,0,0
2020-05-28,317.3,16.6,50.92,6.3,0.29,0,0
2020-05-29,316.7,14,57.83,4.4,0.2,0,0
2020-05-30,322,14.3,53.58,6.3,0.36,0,0
2020-05-31,291.5,14.6,57.29,4.8,0.61,0,0
2020-06-01,329.5,17.1,59.33,3.8,0.16,0,0
2020-06-02,318.2,18.8,58.13,2.7,0.63,0,0
2020-06-03,207.2,18.8,61.83,2.3,0.79,0,0
2020-06-04,90.7,14.7,87.58,2.5,0.94,0.013,0
2020-06-05,98.3,11.6,81.13,4.9,0.8,0.013,0
2020-06-06,172.6,13,82.88,4.2,0.71,0.003,0
2020-06-07,216.2,14.6,70.46,3.1,0.74,0,0
2020-06-08,202.8,13.9,70.71,2.2,0.61,0,0
2020-06-09,107.8,14,75.79,3.4,0.9,0,0
2020-06-10,122.7,15.3,77.71,4.3,0.94,0.002,0
2020-06-11,90.6,14.6,86.08,2.6,0.79,0,0
2020-06-12,320.7,19.5,71.33,4,0.2,0,0
2020-06-13,232.5,21.1,61.42,3.7,0.54,0.001,0
2020-06-14,109.9,17.7,80.17,3.8,0.88,0,0
2020-06-15,89.8,17.3,86,2.2,0.96,0.002,0
2020-06-16,124,16.9,88.42,1.6,0.94,0.001,0
2020-06-17,196.1,17.3,84.88,2.9,0.86,0.003,0
2020-06-18,237,17.8,72.83,3,0.63,0,0
2020-06-19,280.8,17.5,72.96,3.4,0.66,0,0
2020-06-20,217.4,18.4,68.79,2.8,0.6,0,0
2020-06-21,291.3,18.8,65.67,2.2,0.4,0,0
2020-06-22,238.3,19.4,69.92,3.1,0.49,0,0
2020-06-23,338,19.8,60.75,3.6,0.11,0,0
2020-06-24,337.1,20.6,55.71,4,0.21,0,0
2020-06-25,251,20.5,62.79,3.8,0.29,0,0
2020-06-26,285.3,21.8,64.38,3.8,0.35,0,0
2020-06-27,215.9,23,67.5,4.2,0.51,0.002,0
2020-06-28,111.9,18.6,76,4.6,0.83,0.002,0
2020-06-29,223.4,17.4,68.96,3.7,0.5,0.005,0
2020-06-30,181.4,17.8,62.38,4.7,0.51,0,0
2020-07-01,228.5,22.1,61.21,4.6,0.54,0.001,0
2020-07-02,197.7,20.2,67.08,4.3,0.7,0,0
2020-07-03,285.9,18.2,59.75,3.6,0.38,0,0
2020-07-04,204.3,20.1,55.67,5,0.79,0,0
2020-07-05,141.4,22.9,60.46,7.1,0.73,0,0
2020-07-06,216.4,17.4,55.25,5.7,0.5,0,0
2020-07-07,247.6,15.3,59.83,2.3,0.46,0,0
2020-07-08,88.2,15.6,79.33,2.1,0.96,0.002,0
2020-07-09,203.8,21.6,66.33,3.8,0.75,0,0
2020-07-10,98,20.5,60.71,4.8,0.88,0.001,0
2020-07-11,235.6,15.9,65.33,3.3,0.36,0,0
2020-07-12,291.1,16.5,58.21,3.6,0.3,0,0
2020-07-13,300.4,18.5,53.71,3,0.54,0,0
2020-07-14,221.4,19.7,55.67,2.9,0.66,0.007,0
2020-07-15,151.6,16.4,80.33,3,0.81,0.001,0
2020-07-16,86.4,15.3,88.75,2,0.98,0.004,0
2020-07-17,178.4,18,74.17,2.8,0.7,0,0
2020-07-18,209.4,19.9,63.17,2,0.74,0,0
2020-07-19,274.6,20.3,60.92,2.3,0.48,0,0
2020-07-20,255.3,20.8,59.71,3.2,0.46,0,0
2020-07-21,310.5,19.1,51.5,4.2,0.13,0,0
2020-07-22,316.9,18.4,52.17,3.2,0.31,0,0
2020-07-23,301.3,19.4,53.33,3.1,0.41,0,0
2020-07-24,189.1,21.1,52.75,3.4,0.71,0,0
2020-07-25,170.3,21.9,55.33,3.1,0.74,0.005,0
2020-07-26,177.9,20,70.04,4.4,0.76,0.001,0
2020-07-27,210.7,21.1,63.29,2.8,0.6,0,0
2020-07-28,195,22.6,51.25,4.9,0.59,0,0
2020-07-29,295.3,18.3,58.54,3.2,0.41,0,0
2020-07-30,307.5,20.4,53.54,3,0.2,0,0
2020-07-31,307.9,23.9,49.92,2.7,0.1,0,0
2020-08-01,199.8,23.8,59.83,2.6,0.55,0,0
2020-08-02,142.5,21.7,64.63,3.3,0.84,0,0
2020-08-03,106,18.5,68.79,3,0.88,0,0
2020-08-04,208,18.4,59.67,3.2,0.54,0,0
2020-08-05,294.9,19.3,58.79,2,0.16,0,0
2020-08-06,296.8,21.2,57.96,2.4,0.16,0,0
2020-08-07,293.5,24.3,54.42,2.8,0.04,0,0
2020-08-08,266.6,26.1,55.67,1.9,0.06,0,0
2020-08-09,232.5,25.8,55.88,2.7,0.34,0,0
2020-08-10,226.6,25.9,56.13,4.1,0.56,0,0
2020-08-11,202.3,26.2,56.79,4.5,0.59,0,0
2020-08-12,193.9,25.5,65.29,4.4,0.64,0.007,0
2020-08-13,75.4,20.8,90.29,2.3,0.89,0.003,0
2020-08-14,78.9,20.8,85.25,2.1,0.84,0,0
2020-08-15,135.9,21.7,79.54,2.3,0.63,0,0
2020-08-16,239.2,23.4,70.79,3.5,0.43,0.027,0
2020-08-17,116.9,20.1,84.58,2.8,0.81,0.001,0
2020-08-18,207.3,19.6,77.88,2.9,0.71,0.011,0
2020-08-19,228.9,19.8,74,1.7,0.56,0.002,0
2020-08-20,220.8,23.4,71.38,2.2,0.48,0,0
2020-08-21,166.2,24.8,64.79,3.6,0.55,0.007,0
2020-08-22,130.8,21.5,70.42,4.9,0.8,0,0
2020-08-23,170,20.1,58.33,4.3,0.6,0,0
2020-08-24,140.1,17.7,65.38,3.2,0.69,0,0
2020-08-25,125.8,18.1,63.88,2.4,0.74,0,0
2020-08-26,94.8,20.5,51.83,8.4,0.71,0,0
2020-08-27,189.3,16.8,67.83,2.4,0.54,0.001,0
2020-08-28,163.2,17.6,76.46,4.7,0.83,0.001,0
2020-08-29,117.2,16,78,3.2,0.74,0,0
2020-08-30,66.1,14.5,85.38,2.3,0.89,0.016,0
2020-08-31,81.7,15.4,86.42,2.6,0.86,0,0
2020-09-01,168,15.8,71.71,3.6,0.75,0,0
2020-09-02,195.4,14.7,73.5,1.4,0.5,0,0
2020-09-03,90.9,15.4,73.29,2.4,0.76,0,0
2020-09-04,124.1,21.1,58.96,3.2,0.79,0,0
2020-09-05,107.6,16.5,77.88,2.8,0.75,0,0
2020-09-06,169.3,14,67.92,1.8,0.73,0,0
2020-09-07,210.9,13.2,70.92,1.4,0.15,0,0
2020-09-08,230.7,15.2,67.33,1.9,0.23,0,0
2020-09-09,195.8,17.7,69.33,2.4,0.3,0,0
2020-09-10,148,18.6,64.92,2.8,0.66,0,0
2020-09-11,209.7,17.2,65.88,1.7,0.16,0,0
2020-09-12,209.7,17.6,70.33,1.9,0.2,0,0
2020-09-13,213.3,18.2,73.38,1.6,0.75,0,0
2020-09-14,207.5,20.8,67.33,2.5,0.43,0,0
2020-09-15,212.2,20.3,69.46,1.8,0.23,0,0
2020-09-16,171.3,20.4,73.75,2.4,0.63,0,0
2020-09-17,187.1,17.1,62.71,5.9,0.28,0,0
2020-09-18,190,15.2,60.71,3.5,0.19,0,0
2020-09-19,199.9,14.7,61.63,2.5,0.25,0,0
2020-09-20,195.5,15,65.88,2.8,0.48,0,0
2020-09-21,198.2,15.7,67.96,1.9,0.08,0,0
2020-09-22,183.4,16.7,70.08,1.6,0.21,0.001,0
2020-09-23,141.9,18.3,68.79,3.7,0.61,0.001,0
2020-09-24,126.6,16.4,72.71,5,0.78,0.007,0
2020-09-25,53.5,11.2,83.38,4.8,0.86,0,0
2020-09-26,49.4,9.6,89.75,4.6,0.96,0.027,0
2020-09-27,50.6,9.7,89.54,2.8,0.9,0.001,0
2020-09-28,104.3,10,80.17,2.2,0.54,0,0
2020-09-29,47.5,11.6,91.88,2.2,0.96,0.001,0
2020-09-30,88.8,13,87.08,1.8,0.69,0,0
2020-10-01,60.9,12.2,90.29,2.3,0.78,0.003,0
2020-10-02,80.4,14.4,78.38,3.2,0.9,0,0
2020-10-03,58.3,11.7,89.17,3.5,0.71,0.004,0
2020-10-04,62.5,12.1,69.75,5.7,0.75,0,0
2020-10-05,54.8,11.3,83,4.9,0.89,0.008,0
2020-10-06,44,11.6,90.13,6.3,0.94,0.003,0
2020-10-07,56.8,12.5,80.5,5.6,0.81,0,0
2020-10-08,42.3,13,85.54,5.5,0.89,0.001,0
2020-10-09,41.5,13.8,91.88,4,0.96,0.006,0
2020-10-10,106.7,9.3,82.58,3.4,0.53,0,0
2020-10-11,108.3,8.7,77.67,2.7,0.66,0,0
2020-10-12,71.6,8.4,89.29,2.7,0.75,0,0
2020-10-13,77.8,6.5,90.17,1.6,0.69,0,0
2020-10-14,38.6,7.4,91.83,3.6,0.95,0.004,0
2020-10-15,38,8.4,91.92,5.4,0.98,0.001,0
2020-10-16,37.4,8.9,85.63,4.6,0.88,0,0
2020-10-17,41.9,7,89.17,1.8,0.8,0,0
2020-10-18,36.3,6.1,88.75,NA,0.81,0,0
2020-10-19,91.6,8.2,83.96,2,0.75,0,0
2020-10-20,57.8,8,87.54,1.7,0.81,0,0
2020-10-21,68.6,14.4,73.5,2.2,0.79,0,0
2020-10-22,79,16.7,70.04,3.8,0.74,0.001,0
2020-10-23,33.6,14.3,93.25,3.7,0.93,0.001,0
2020-10-24,46.1,13.4,80.33,4.2,0.64,0,0
2020-10-25,70.7,13,76.75,3.4,0.85,0.012,0
2020-10-26,33.7,9.7,94.46,3.9,0.89,0.002,0
2020-10-27,38.5,9.5,79.42,4.8,0.78,0.001,0
2020-10-28,48.4,11.4,81.08,5.3,0.89,0.004,0
2020-10-29,48.5,10.1,93.04,4.9,0.89,0.014,0
2020-10-30,30.1,12.6,92.04,5.2,0.95,0,0
2020-10-31,90.4,12.6,79.92,2.5,0.64,0.002,0
2020-11-01,29.1,13.8,93.58,4.5,0.99,0.003,0
2020-11-02,66.6,18,77.54,6.2,0.83,0.001,0
2020-11-03,37,11.5,78.38,3.7,0.85,0,0
2020-11-04,80.6,5.4,87.08,1.8,0.31,0,0
2020-11-05,104.5,2.5,89.96,1.8,0.09,0,0
2020-11-06,104,2.3,85.04,2,0.15,0,0
2020-11-07,91.6,4,88.13,2.2,0.1,0,0
2020-11-08,56.8,5,92.83,1.1,0.66,0,0
2020-11-09,76.9,7.7,92.38,1.6,0.39,0,0
2020-11-10,25.2,5.2,96.46,1.7,0.93,0,0
2020-11-11,24.9,6.9,97.71,1.2,1,0,0
2020-11-12,33.3,8.4,93.54,3,0.83,0,0
2020-11-13,24.1,8.6,90.83,1.5,0.98,0,0
2020-11-14,70,10.9,84.25,1.4,0.69,0,0
2020-11-15,68.5,13.5,71.25,3,0.81,0.006,0
2020-11-16,27.4,10.4,83.29,6,0.81,0.001,0
2020-11-17,28.6,10.2,82.04,4.3,0.85,0,0
2020-11-18,79.8,7.8,86.25,2.5,0.53,0,0
2020-11-19,43.8,8.9,82.13,4.4,0.69,0.006,0
2020-11-20,21.7,2.1,92.42,2.4,0.51,0,0
2020-11-21,42.5,0.6,86.5,1.9,0.78,0,0
2020-11-22,21.1,5,78.88,3.5,0.91,0,0
2020-11-23,20.8,6.2,92.92,2.2,0.93,0,0
2020-11-24,20.6,4.7,92.75,1.5,1,0,0
2020-11-25,21.7,2.5,94.88,1.8,0.9,0,0
2020-11-26,20,1.3,96.88,1.3,0.98,0,0
2020-11-27,47.2,1.9,93.88,1.4,0.45,0,0
2020-11-28,33.7,0.9,93.04,NA,0.84,0,0
2020-11-29,38.6,-0.1,78.75,2.7,0.56,0,0
2020-11-30,69.5,-2.4,87.63,2.8,0.31,0,0.008
2020-12-01,18.9,0.9,97.54,NA,1,0,0
2020-12-02,18.7,1.1,92.21,NA,1,0,0
2020-12-03,20.4,1.8,83.96,NA,0.96,0.002,0
2020-12-04,19.2,4.1,83.17,2.7,0.99,0.007,0
2020-12-05,20.1,2.8,93.96,2.1,0.96,0.001,0
2020-12-06,18.1,3.1,97.92,1.9,1,0.005,0
2020-12-07,20.3,3.3,96.38,2.6,0.91,0,0
2020-12-08,32.7,0.4,92.92,1.7,0.86,0,0
2020-12-09,23.3,1.3,92.21,1.5,0.93,0,0
2020-12-10,17.6,0.9,84.42,1.6,1,0,0
2020-12-11,19,2.1,87.25,1.8,0.95,0.001,0
2020-12-12,17.4,4.9,97.58,1.5,1,0.001,0
2020-12-13,23.6,5.6,96.88,NA,0.83,0.003,0
2020-12-14,27.1,4.4,90.54,1.3,0.84,0.002,0
2020-12-15,17.2,6.3,97.13,1.5,0.98,0.003,0
2020-12-16,21.8,6.3,97.04,1.7,0.83,0,0
2020-12-17,21.7,5,94.38,1.8,0.73,0,0
2020-12-18,17.1,2.3,99.5,1.6,0.96,0,0
2020-12-19,32.8,3.3,93.83,1.7,0.76,0.001,0
2020-12-20,17,5.2,96.63,1.6,0.99,0.003,0
2020-12-21,17.6,6.6,95.38,2.7,0.99,0.009,0
2020-12-22,17.2,11.7,94.13,6.2,0.94,0.01,0
2020-12-23,17.1,11.7,95.71,4.3,0.98,0.014,0
2020-12-24,23.5,6.5,88.21,4.7,0.85,0.013,0
2020-12-25,48,1.8,90.21,2.5,0.58,0,0
2020-12-26,23.2,0.8,89.21,3.9,0.83,0,0
2020-12-27,17.3,2.9,73.79,6.6,0.95,0.005,0
2020-12-28,17.4,3.9,93.04,3.1,0.9,0.002,0
2020-12-29,18.9,3.3,88.88,3.8,0.9,0.001,0
2020-12-30,22.5,3.4,92.75,3,0.78,0,0
2020-12-31,17.7,2.5,88.88,2.8,0.99,0.002,0
2021-01-01,17.7,2.2,95.58,1.4,0.93,0,0
2021-01-02,17.9,1.3,86.13,2.2,0.79,0,0
2021-01-03,18,1.1,89.54,3,0.99,0.002,0
2021-01-04,18.2,1,95.38,2.6,1,0,0
2021-01-05,18.3,1.5,91.25,4.2,0.98,0.001,0
2021-01-06,18.5,1.9,92.08,3.3,0.98,0,0
2021-01-07,18.7,1.3,88.83,3.4,0.98,0.002,0
2021-01-08,18.9,0.6,97.63,3.7,0.91,0.003,0
2021-01-09,40.2,-0.5,92.17,1.8,0.76,0,0
2021-01-10,62.8,-2.6,88.17,1,0.36,0,0
2021-01-11,60,-2.8,82.67,3.1,0.56,0,0.004
2021-01-12,19.7,0.5,94.25,6.2,0.79,0.008,0
2021-01-13,38.6,0.5,89.92,4.5,0.66,0,0
2021-01-14,20.2,0.5,80.88,2.7,0.85,0,0
2021-01-15,32.3,-1.5,85.58,2.9,0.84,0,0
2021-01-16,20.8,-1.2,79.08,2.3,0.95,0,0.002
2021-01-17,21,-0.6,94.63,2.4,1,0,0.001
2021-01-18,27.4,2.5,88.46,4.3,0.89,0,0
2021-01-19,21.6,2.4,83.67,6,0.88,0.004,0
2021-01-20,27,7.8,55.5,3.5,0.9,0,0
2021-01-21,22.4,9.3,67.25,6.8,0.91,0.002,0
2021-01-22,22.6,5.3,89,4.1,0.93,0.012,0
2021-01-23,22.9,3.1,91.33,2.6,0.98,0.005,0
2021-01-24,28,1.4,87,5.5,0.94,0,0
2021-01-25,23.6,0.4,92.04,2,0.9,0.001,0
2021-01-26,24,1.6,83.46,5.5,0.88,0,0
2021-01-27,24.4,0.9,92.04,4,0.96,0.002,0
2021-01-28,24.7,6.2,95.88,3.9,0.94,0.018,0
2021-01-29,28.8,8.8,85.79,7,0.9,0.002,0
2021-01-30,25.5,3.4,92.75,5.1,0.95,0.009,0
2021-01-31,25.9,0.4,91.63,3.1,0.96,0.002,0
2021-02-01,26.4,3.3,97.25,2.2,0.99,0.002,0
2021-02-02,26.8,7.5,95.17,2.9,0.96,0.004,0
2021-02-03,29.2,10.1,91.96,5.5,0.93,0.015,0
2021-02-04,86.5,6.7,83.13,4.1,0.66,0,0
2021-02-05,28.1,5.7,96.04,1.6,0.98,0.006,0
2021-02-06,28.5,5.1,96.38,3.9,1,0.009,0
2021-02-07,29,2.1,95.29,4.4,1,0.003,0
2021-02-08,29.5,-4.5,87.29,5.1,1,0,0.001
2021-02-09,29.9,-7.6,73.29,3.7,0.79,0,0
2021-02-10,94.3,-8.5,75.21,4.6,0.63,0,0
2021-02-11,88.8,-6.2,82.63,1.7,0.46,0,0
2021-02-12,119.9,-6.6,73.63,3.5,0.34,0,0
2021-02-13,123.4,-6.3,71.67,2.9,0.03,0,0
2021-02-14,115.5,-4.8,70.83,2.6,0.39,0,0
2021-02-15,32.9,-0.8,71.54,1.9,0.94,0,0.002
2021-02-16,62.9,5.8,79.25,1.5,0.88,0.002,0
2021-02-17,43.1,7.4,85.08,4.2,0.65,0,0
2021-02-18,47,4.3,87.88,1.5,0.79,0,0
2021-02-19,109.1,5.9,82.17,2.8,0.65,0,0
2021-02-20,125.5,7.4,80.67,1.7,0.59,0,0
2021-02-21,137.2,7.3,78.25,1.6,0.11,0,0
2021-02-22,123.3,5.5,83.88,2.1,0.5,0,0
2021-02-23,126.9,8.9,79.04,2.2,0.3,0,0
2021-02-24,128.3,9.7,78.04,1.6,0.11,0,0
2021-02-25,138.2,8.8,73.46,1.6,0.1,0,0
2021-02-26,39,5.7,83.92,1.9,0.6,0,0
2021-02-27,148.3,4.1,79.63,3.6,0.25,0,0
2021-02-28,152,4,71.79,2.8,0.15,0,0
2021-03-01,155.2,3.8,76,2.9,0,0,0
2021-03-02,157.5,5.7,74.58,1.9,0.01,0,0
2021-03-03,101.6,6.3,75.17,1.8,0.68,0,0
2021-03-04,87.9,9.3,70.33,3.2,0.75,0.004,0
2021-03-05,86.8,2.8,78.5,3.5,0.61,0,0
2021-03-06,167,-0.3,68.71,2.2,0.2,0,0
2021-03-07,169.4,0.9,62.71,2.5,0.1,0,0
2021-03-08,75.6,1.1,75.29,1.3,0.56,0,0
2021-03-09,73.3,3.4,78.54,2.7,0.93,0,0
2021-03-10,51.9,7,70.71,3.6,0.91,0,0
2021-03-11,65.4,9.2,74.42,8.2,0.88,0.003,0
2021-03-12,79.4,6.8,70.54,8.8,0.74,0.003,0
2021-03-13,75,6.5,81.96,8.5,0.89,0.004,0
2021-03-14,85.1,4.6,83.5,5.2,0.73,0.005,0
2021-03-15,105.4,5.3,82.08,5,0.73,0.002,0
2021-03-16,67.1,5.4,76.83,4,0.75,0.001,0
2021-03-17,62.3,3.3,82.54,2.5,0.74,0.001,0
2021-03-18,93,2.1,79.42,1.3,0.66,0.001,0
2021-03-19,114.9,2.5,76.58,3.9,0.56,0,0
2021-03-20,169.7,2.2,55.83,2.4,0.75,0,0
2021-03-21,85.5,5.5,62.38,3.8,0.89,0,0
2021-03-22,53.8,5.4,73.5,3,0.89,0,0
2021-03-23,62.4,5.4,75.63,2.3,0.75,0,0
2021-03-24,200.8,5.6,72.17,1.4,0.15,0,0
2021-03-25,169.6,8.2,68.46,3,0.71,0,0
2021-03-26,136.3,11.5,62.96,3.2,0.69,0,0
2021-03-27,110.8,7.9,67.42,7.3,0.63,0.001,0
2021-03-28,142,10.6,57.38,3.8,0.8,0,0
2021-03-29,211,13.1,49.96,2.9,0.48,0,0
2021-03-30,219,12.3,55.13,1.7,0.11,0,0
2021-03-31,217,13.5,56.54,1.9,0.09,0,0
2021-04-01,190.7,14.6,56.58,3.2,0.34,0,0
2021-04-02,125.3,8.1,61.88,4.4,0.5,0,0
2021-04-03,199.6,7.1,55.21,3.7,0.45,0,0
2021-04-04,179.3,4.7,68.63,2.1,0.16,0,0
2021-04-05,92.2,3,75.38,5.4,0.63,0.002,0
2021-04-06,140.3,2.3,65.33,6.1,0.69,0,0
2021-04-07,69.5,2.3,69.75,6.5,0.85,0.001,0
2021-04-08,144.5,3.5,60.88,3.3,0.63,0,0
2021-04-09,208.4,7.9,57.42,3,0.8,0.001,0
2021-04-10,65.3,10.6,75.88,1.9,0.98,0.002,0
2021-04-11,83.6,8.3,84.67,3.4,0.89,0.008,0
2021-04-12,129.3,3.8,78.33,3.1,0.65,0,0
2021-04-13,167.7,2.6,70.17,2,0.39,0,0
2021-04-14,176.8,2.6,68.33,2.8,0.56,0,0
2021-04-15,186.4,3.5,65.08,3.8,0.41,0,0
2021-04-16,81.1,4.5,69.21,3.1,0.88,0,0
2021-04-17,157,6.5,63.58,3.5,0.83,0,0
2021-04-18,98.8,8.1,75.79,2,0.88,0.002,0
2021-04-19,101.1,8.3,85.04,1.8,0.75,0,0
2021-04-20,215.5,8.6,73.42,1.6,0.23,0,0
2021-04-21,197.5,10.1,67.5,2.2,0.39,0,0
2021-04-22,260.3,8.8,54.29,4.1,0.55,0,0
2021-04-23,272.8,7.4,60.13,2.4,0.15,0,0
2021-04-24,273.5,9.3,56.46,4.5,0.69,0,0
2021-04-25,276.4,8.9,50.54,5,0.28,0,0
2021-04-26,279.5,8.8,43.25,4.1,0.29,0,0
2021-04-27,279.8,9.6,43.75,3.1,0.33,0,0
2021-04-28,221.1,11.7,59.96,3.1,0.45,0.006,0
2021-04-29,212.5,11.2,73.08,5.9,0.63,0.001,0
2021-04-30,106.9,6.4,71.29,2.3,0.79,0,0
2021-05-01,163,9.8,63.04,2.7,0.94,0,0
2021-05-02,195.8,8.8,55.33,4.3,0.54,0,0
2021-05-03,232.9,8.1,59.58,3.6,0.49,0,0
2021-05-04,95.2,10.3,65.25,9,0.83,0.002,0
2021-05-05,186.1,7.6,73.25,6.7,0.68,0.002,0
2021-05-06,90.8,6.9,86.29,3.2,0.89,0.007,0
2021-05-07,246.9,7.1,74.33,4,0.41,0.001,0
2021-05-08,239,9.4,63.25,2.6,0.6,0,0
2021-05-09,262.7,18,60,3.1,0.74,0,0
2021-05-10,86.7,16,76.92,3.3,0.86,0.003,0
2021-05-11,88.2,13.5,93.21,2.6,0.93,0.004,0
2021-05-12,122,12.3,86.67,2.6,0.85,0.001,0
2021-05-13,224.6,12.6,73.08,3.1,0.61,0,0
2021-05-14,160,13.2,69.71,3.8,0.73,0.001,0
2021-05-15,136.6,11.3,81.71,4.9,0.81,0.012,0
2021-05-16,146.5,12,82.08,4.4,0.79,0.01,0
2021-05-17,147.5,11.3,89.54,4.8,0.78,0.009,0
2021-05-18,163.1,11.7,80.67,4,0.71,0.001,0
2021-05-19,204.7,11.5,75.63,4.2,0.74,0.003,0
