time,temp
2020-10-13 12:00:00,    7.847064
2020-10-14 12:00:00,    7.799430
2020-10-15 12:00:00,    7.415508
2020-10-16 12:00:00,    6.983525
2020-10-17 12:00:00,    6.674837
2020-10-18 12:00:00,    6.547194
2020-10-19 12:00:00,    6.466025
2020-10-20 12:00:00,    6.748101
2020-10-21 12:00:00,    6.649239
2020-10-22 12:00:00,    6.619390
2020-10-23 12:00:00,    6.580484
2020-10-24 12:00:00,    6.383517
2020-10-25 12:00:00,    6.260020
2020-10-26 12:00:00,    6.195965
2020-10-27 12:00:00,    5.961369
2020-10-28 12:00:00,    5.728088
2020-10-29 12:00:00,    5.504564
2020-10-30 12:00:00,    5.276657
2020-10-31 12:00:00,    5.074987
2020-11-01 12:00:00,    5.174936
2020-11-02 12:00:00,    4.981089
2020-11-03 12:00:00,    4.892847
2020-11-04 12:00:00,    4.843839
2020-11-05 12:00:00,    5.458244
2020-11-06 12:00:00,    6.475295
2020-11-07 12:00:00,    7.264476
2020-11-08 12:00:00,    7.795328
2020-11-09 12:00:00,    8.024161
2020-11-10 12:00:00,    8.276359
2020-11-11 12:00:00,    7.429780
2020-11-12 12:00:00,    6.566329
2020-11-13 12:00:00,    6.047491
2020-11-14 12:00:00,    5.666387
2020-11-15 12:00:00,    5.775941
2020-11-16 12:00:00,    5.603399
2020-11-17 12:00:00,    5.333186
2020-11-18 12:00:00,    5.178584
2020-11-19 12:00:00,    5.321938
2020-11-20 12:00:00,    5.314382
2020-11-21 12:00:00,    5.262904
2020-11-22 12:00:00,    5.226503
2020-11-23 12:00:00,    5.017534
2020-11-24 12:00:00,    4.797359
2020-11-25 12:00:00,    4.600454
2020-11-26 12:00:00,    4.428354
2020-11-27 12:00:00,    4.347088
2020-11-28 12:00:00,    4.535013
2020-11-29 12:00:00,    4.511077
2020-11-30 12:00:00,    4.562860
2020-12-01 12:00:00,    4.723919
2020-12-02 12:00:00,    4.532269
2020-12-03 12:00:00,    4.247757
2020-12-04 12:00:00,    3.974812
2020-12-05 12:00:00,    3.578747
2020-12-06 12:00:00,    2.863738
2020-12-07 12:00:00,    1.998800
2020-12-08 12:00:00,    1.538203
2020-12-09 12:00:00,    1.711704
2020-12-10 12:00:00,    1.566611
2020-12-11 12:00:00,    1.698915
2020-12-12 12:00:00,    0.689805
2020-12-13 12:00:00,    0.302905
2020-12-14 12:00:00,    0.344025
2020-12-15 12:00:00,    0.475450
2020-12-16 12:00:00,    0.309516
2020-12-17 12:00:00,    0.584480
2020-12-18 12:00:00,    1.337510
2020-12-19 12:00:00,    1.285154
2020-12-20 12:00:00,    1.657660
2020-12-21 12:00:00,    1.052114
2020-12-22 12:00:00,    2.028230
2020-12-23 12:00:00,    2.875289
2020-12-24 12:00:00,    2.834119
2020-12-25 12:00:00,    2.809610
2020-12-26 12:00:00,    2.987818
2020-12-27 12:00:00,    2.938892
2020-12-28 12:00:00,    2.722959
2020-12-29 12:00:00,    2.512985
2020-12-30 12:00:00,    2.397605
2020-12-31 12:00:00,    2.294660
2021-01-01 12:00:00,    1.831015
2021-01-02 12:00:00,    1.392341
2021-01-03 12:00:00,    1.355932
2021-01-04 12:00:00,    1.121695
2021-01-05 12:00:00,    0.659813
2021-01-06 12:00:00,    0.552867
2021-01-07 12:00:00,    0.479716
2021-01-08 12:00:00,    0.451494
2021-01-09 12:00:00,    0.578397
2021-01-10 12:00:00,    1.063879
2021-01-11 12:00:00,    1.746992
2021-01-12 12:00:00,    2.310398
2021-01-13 12:00:00,    2.440668
2021-01-14 12:00:00,    2.540693
2021-01-15 12:00:00,    2.444076
2021-01-16 12:00:00,    2.317681
2021-01-17 12:00:00,    1.758239
2021-01-18 12:00:00,    1.536537
2021-01-19 12:00:00,    1.857658
2021-01-20 12:00:00,    1.865923
2021-01-21 12:00:00,    1.793136
2021-01-22 12:00:00,    1.696717
2021-01-23 12:00:00,    1.520780
2021-01-24 12:00:00,    1.357670
2021-01-25 12:00:00,    1.265198
2021-01-26 12:00:00,    1.205249
2021-01-27 12:00:00,    1.162329
2021-01-28 12:00:00,    1.080221
2021-01-29 12:00:00,    1.060426
2021-01-30 12:00:00,    1.085829
2021-01-31 12:00:00,    1.032016
2021-02-01 12:00:00,    0.800219
2021-02-02 12:00:00,    0.506970
2021-02-03 12:00:00,    0.707767
2021-02-04 12:00:00,    0.915518
2021-02-05 12:00:00,    1.326494
2021-02-06 12:00:00,    1.181398
2021-02-07 12:00:00,    1.055052
2021-02-08 12:00:00,    0.948962
2021-02-09 12:00:00,    0.857691
2021-02-10 12:00:00,    0.902595
2021-02-11 12:00:00,    1.318918
2021-02-12 12:00:00,    1.714534
2021-02-13 12:00:00,    2.215903
2021-02-14 12:00:00,    2.669369
2021-02-15 12:00:00,    3.040743
2021-02-16 12:00:00,    2.789642
2021-02-17 12:00:00,    3.130927
2021-02-18 12:00:00,    3.204161
2021-02-19 12:00:00,    3.302438
2021-02-20 12:00:00,    3.641758
2021-02-21 12:00:00,    4.088575
2021-02-22 12:00:00,    5.490486
2021-02-23 12:00:00,    6.517628
2021-02-24 12:00:00,    7.447046
2021-02-25 12:00:00,    8.546827
2021-02-26 12:00:00,    9.578796
2021-02-27 12:00:00,    8.947015
2021-02-28 12:00:00,    9.227556
2021-03-01 12:00:00,    9.468971
