DateTime,coef_mix_conv,coef_wind_stir,coef_mix_turb,coef_mix_shear,coef_mix_KH,coef_mix_hyp,wind_factor,rain_factor,sw_factor,lw_factor,at_factor,rh_factor,ce,ch,cd,RMSE
2023-08-21 18:38:57,0.0957600545016488,0.271637482728033,0.547055231221701,0.36990881889997,0.395281469704474,0.8,1.1,0.924032654285689,1.09402369289433,0.962599524876515,1.02767996154028,1.09565684458562,0.00213568851875235,0.00271258854701641,0.00294290442580808,2.14459063542791
2023-08-21 18:38:56,0.109287624071234,0.269693236786143,0.539606645937253,0.366600417886419,0.400068581300712,0.764002558201657,1.08563776991693,0.93122912914612,1.08676259766393,0.95,1.02528322517945,1.09750750073706,0.00206446042610081,0.00272727511154918,0.00295881865975259,2.16913506144243
2023-08-21 18:38:54,0.113119636377977,0.269946905569346,0.514985023702617,0.367895368974562,0.397494908134621,0.8,1.1,0.929640297171897,1.09435697602649,0.952311480884867,1.02978694276364,1.09252764528699,0.00215286212698146,0.00277929014844914,0.00289775585111251,2.12761502218669
2023-08-21 18:38:53,0.126838308305996,0.276859921751338,0.56697448182748,0.364910570788268,0.413914542306136,0.799590550173088,1.09386712072205,0.934108443225691,1.08638113312756,0.953716780223064,1.0213830032293,1.1,0.00211458286921392,0.00287517540447047,0.00290339947384614,2.12972970865976
2023-08-21 18:38:51,0.109142170392999,0.280541330276913,0.554581868835937,0.395936923325922,0.406267830214725,0.8,1.1,0.925831897117218,1.09183756911835,0.956314556267708,1.03240173435144,1.09878078878809,0.00210370997429305,0.00284475650282681,0.003,2.12718536566108
2023-08-21 18:38:50,0.108872336051244,0.281860030807103,0.559458267561684,0.385110475338626,0.392103236382284,0.794326509083798,1.1,0.932351548657902,1.08648680735741,0.988499384245088,1.02192373236522,1.08874542400913,0.00199734708390382,0.00282491324796232,0.0029428545994259,2.1818744450581
2023-08-21 18:38:49,0.129558849107347,0.269340342203225,0.53265001846502,0.363616769439714,0.394131109318597,0.8,1.09287950057521,0.942897168527416,1.08961723545756,0.955915704497953,1.02791800939573,1.09108326926254,0.0021088964215486,0.0027573207084178,0.00291059164457231,2.15038635988217
2023-08-21 18:38:47,0.110377916530942,0.2777217171383,0.553577591269951,0.38440918653344,0.399022017506211,0.8,1.1,0.935916185968214,1.08722485165661,0.952568917137577,1.02132071490477,1.09731453056175,0.00195974927509299,0.00293313717649677,0.00297199272337144,2.14009643137286
2023-08-21 18:38:45,0.116047102215271,0.273307648284485,0.523162198055538,0.401077234577653,0.403756212130567,0.796445933168189,1.1,0.933954063367223,1.09184519841482,0.954367061064143,1.02532710281723,1.09337912904124,0.00208593232168393,0.00278712872646029,0.00294715505121595,2.13800394693852
2023-08-21 18:38:44,0.117693898045504,0.273213888603109,0.550090438728713,0.383888348103124,0.399877121213075,0.787607170124252,1.1,0.929311534349028,1.09253462904568,0.963597600716354,1.02047261904764,1.09832292707612,0.00211875463262768,0.00282637272019495,0.00295580779767907,2.12319777788329
2023-08-21 18:38:41,0.110934356712699,0.27789891208225,0.55748125197167,0.378468349468826,0.40873218603772,0.798258058130942,1.1,0.930029507318142,1.09426138662414,0.95,1.02547495443669,1.09109739680685,0.00209034741033568,0.00270773732831167,0.00296911693287612,2.12532960376559
2023-08-21 18:38:40,0.113911496219218,0.27628903610115,0.541229138997113,0.383884798238055,0.395004439434837,0.8,1.1,0.938296379241887,1.08682158725011,0.95256133050638,1.0256227179927,1.09536734867894,0.00207527309616129,0.00284558121655033,0.00289226846875966,2.11604012425301
2023-08-21 18:38:39,0.131911972162554,0.270794054108373,0.576283318904464,0.381415806378041,0.428709314827476,0.761341823809356,1.09556673197675,0.929804444890291,1.10035982028763,0.958674913601414,1.02849266095402,1.09263621101122,0.00208278831802556,0.00281692845987439,0.00297455213955766,2.15506810179799
